Tsunami,Latitude,Longitude,Depth,Deaths,Missing,Injuries,Damage,Houses Destroyed,Houses Damaged
0.0,78.77,-41.18000000000001,0.18072289156626506,0.0,0.0,0.0,2.1739130434782608,0.0,0.0
0.0,83.363,84.567,1.4759036144578315,0.0,0.0,0.0,2.5362318840579707,0.0,0.0
0.0,75.859,-73.187,0.36144578313253006,0.0,0.0,0.0,2.1739130434782608,0.0,0.0
0.0,200.77000000000004,158.66699999999997,0.7228915662650601,0.0,0.0,0.0014676616915422884,5.797101449275362,0.0,0.00037313404989996275
0.0,128.36399999999998,294.775,3.5542168674698797,0.004278178464618253,0.0,0.0017661691542288558,24.275387681159422,0.0001863932898415657,0.0021231327439307883
0.0,423.2200000000001,-85.68500000000002,5.1807228915662655,0.004358898813007277,0.0,0.032462686567164174,17.7536231884058,0.00993103448275862,0.004843279967701517
1.0,409.55799999999994,-47.60999999999996,6.716867469879519,0.016305510374582777,0.0,0.06027363184079602,44.92758586956521,0.026430568499534016,0.010432828035202958
0.0,299.40299999999996,-80.93599999999998,5.090361445783133,0.020502968490812006,0.0,0.006865671641791044,9.420290217391306,0.003727865796831314,0.0005597010748499441
1.0,382.32,47.596,4.307228915662651,0.009767162155071861,0.0,0.006492537313432836,35.14496547391305,0.0,1.1194021496998885e-05
0.0,321.38800000000003,225.2249999999999,4.126506024096385,0.12148412432548059,0.0,0.16256218905472636,40.580007898550726,0.18251258154706432,0.0
0.0,504.62500000000006,711.3990000000001,8.58433734939759,0.03543623294278138,0.0,0.01825870646766169,92.3913949275362,0.010218080149114631,0.0018283568445098177
0.0,386.24799999999993,-219.3150000000001,9.457831325301203,0.05198390436253123,0.0,0.08845771144278607,65.57975021739131,0.012521901211556384,0.007940292581871207
2.0,584.8280000000001,282.64000000000004,12.409638554216865,0.01662839176813887,0.0,0.03646766169154229,51.811666666666675,0.004357875116495806,0.0023582071953677647
3.0,609.4309999999998,518.8219999999999,12.16867469879518,0.1411798893324024,0.0,0.3068159203980099,105.79761289855071,0.17379683131407267,0.008537307061711148
0.0,417.036,864.884,11.295180722891569,0.5465574789420788,0.0,0.24437810945273633,85.50799347826084,0.45170922646784717,0.0019813418049688023
2.0,729.632,790.967,17.108433734939762,0.05965233745948846,0.0,0.06975124378109453,65.21740963768116,0.021550792171481828,0.04989175381212401
2.0,894.069,411.35299999999984,23.795180722891565,0.6125060035759111,0.0,0.04796019900497512,105.07254661521735,0.008946877912395153,0.010350738544224965
1.0,772.748,275.159,11.475903614457833,0.1729837065976777,0.0,0.5443781094527362,122.10193405797096,0.3133793103448276,0.006753726303189326
0.0,787.907,438.4799999999999,15.512048192771081,1.2445463314619662,0.0,0.23845771144278607,96.37694688405792,0.5036011183597391,0.031902961266446817
3.0,681.2780000000002,188.38400000000001,17.740963855421693,1.7563940605967652,0.0,0.8220149253731344,117.39156349710144,0.016756756756756752,0.1051305185593145
5.0,1525.9520000000002,281.9,40.72289156626507,1.8363879258502875,0.0,0.8676368159203981,315.9506995652173,0.6838098788443616,0.004981339566164502
4.0,1103.405,1226.8010000000004,42.92168674698796,1.2031367927383976,0.0,0.27614427860696517,242.7543652173913,0.15487791239515378,0.008966411219096106
6.0,1067.59,335.2060000000001,36.6867469879518,2.8563702480939908,4.010144238389602,1.7910199004975125,244.2068794021739,0.1930997204100652,0.12179095388734786
6.0,720.791,972.7339999999998,36.265060240963855,1.8359036037599534,0.0,0.1862686567164179,134.05839927536232,0.2944119291705498,0.0016791032245498324
5.0,650.8149999999999,469.666,30.210843373493972,2.032538372435615,0.0,0.3542786069651741,220.6533672463768,0.8142665424044735,0.3276116958121672
13.0,638.1679999999998,1717.0860000000002,31.71686746987951,1.3356796047931743,0.0,1.2799999999999998,229.35171983840578,0.10714631873252564,0.12507826486696652
6.0,537.9290000000001,1501.4750000000001,34.1566265060241,4.284878253534543,0.17118402282453637,1.7815920398009948,259.4219636956522,3.977830382106244,3.739560642118924
15.0,911.352,410.581,31.98795180722892,1.4149469869111957,0.0,0.9200497512437811,204.37766402173915,0.25460950605778193,0.050436529524977965
10.0,619.5150000000001,1581.376,38.13253012048193,4.421860684750716,0.0,0.7150995024875623,262.69837965217397,0.7153476234855545,0.20091776050913396
16.0,580.1240000000001,291.39599999999996,41.506024096385545,7.682074835834991,0.0,2.3117910447761196,284.5146871014492,1.0128685927306618,0.3064549951828394
22.0,475.91900000000004,1624.006,46.83734939759035,7.75908204819812,0.0,0.6059701492537313,248.57141451086963,0.4820391425908668,0.02882833669527112
17.0,426.339,1890.857,35.21084337349398,0.9174674797896428,0.18386432081153908,0.33619402985074626,140.21774152173913,0.07247343895619758,0.006100741715864392
14.0,663.9090000000001,1261.243,37.771084337349414,2.22642864926605,0.0,0.6898009950248757,130.0733170652174,0.17639888164026093,0.03681713670362932
13.0,839.852,1368.446,45.39156626506024,17.26971493608966,0.0,4.046044776119403,219.57074908985507,1.715410997204101,0.0036044749220336403
8.0,412.085,1009.8700000000001,19.186746987951807,3.3696709434997922,0.0,0.18922885572139306,142.75372144927536,0.12387325256290774,0.03090669335321392
25.0,1271.386,2991.701,80.75301204819272,31.714702000653837,20.0,22.651069651741288,329.71688235507247,0.32713513513513515,0.6040256686375607
17.0,631.271,1712.1669999999997,103.10240963855422,13.221185862638185,0.0,5.49863184079602,216.6870678442029,0.3203802423112768,0.27387666128607363
22.0,578.258,942.9090000000001,50.15060240963854,21.42955736996961,0.16484387383103505,6.43773631840796,379.0041891304348,2.1818639328984157,2.271916214987899
21.0,663.108,1141.232,63.222891566265055,5.221880057634329,4.517356157869711,1.1586318407960199,221.74951217391302,1.2034557315936627,1.1155775256884137
20.0,532.8580000000001,682.22,59.54819277108433,13.740217702779605,0.0,11.010149253731344,173.6137822463768,20.147444547996272,20.001093282766206
10.0,160.33100000000002,306.57300000000015,34.337349397590366,4.950659687047209,0.0,0.5577860696517414,173.9142468550725,0.3215060577819199,0.08859694880824716
9.0,196.428,929.013,21.536144578313255,1.5847018795733123,0.0,1.4858457711442785,101.81452536231883,0.03398695246971109,0.01083581280909492
12.0,286.42900000000003,-24.471000000000032,15.572289156626505,0.962105832448773,0.0,0.24796019900497515,80.79724637681159,0.017852749301025164,0.00971641065939503
15.0,204.201,1053.495,19.27710843373494,20.337411056266117,0.16167379933428433,0.0608457711442786,134.7837319565217,0.0872506989748369,0.038063404430295204
5.0,91.735,101.359,5.0602409638554215,0.17572819844290447,0.5325725154541132,0.19186567164179105,39.85507246376812,0.1058676607642125,0.0
4.0,11.670000000000002,99.798,4.156626506024097,3.309534283949969,0.0,0.0,31.159420289855074,0.0,0.0
4.0,75.292,-101.832,4.698795180722891,0.6885445717583717,0.0,0.0,11.231898550724637,0.003727865796831314,0.00018656702494998138
3.0,28.737,229.79500000000002,3.1325301204819276,0.12108052258353547,0.0,0.0,18.47826086956522,0.007455731593662628,0.0
1.0,-53.322,-144.098,1.897590361445783,0.1938902768304348,0.0,0.4228855721393035,20.31159420289855,0.0,1.8656851748618097
1.0,52.755,160.05700000000004,0.6626506024096386,0.004036017419451182,0.0,0.0,0.0,0.0,0.0
1.0,61.017,-147.648,0.9939759036144579,0.005246822645286537,0.0,0.0,19.927742028985506,0.003727865796831314,0.0
1.0,-38.143,-73.407,0.9939759036144579,0.5650424387231655,0.0,0.1990049751243781,19.928260869565218,0.2371742777260019,0.0
